Banner,Module,State,TC_ID,Iteration,Item_EAN,Item_type,Item_eligible_status,Card_number,Card_type,Card_status,Promotion_description,Instant_win_offer,Instant_win_offer_redeem,Choice_offer,Collectable_offer,Exciting_news_popup,Redeem_amount,Instant_win_notification,Notification_message
NZ,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,1,9400597031899;9400597034753,,Eligible,9355160702723,SDC,ACTIVE,1614277 Choice10percent(Flexi)+1655466 TeamBenefits2xMultiplier+1640270 Foodco10percent+1614267 SMKTBase5percent,,,,,,,,
NZ,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,2,9400597035897,,,,,,,,,,,,,,
NZ,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,3,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,4,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_040_VerifyIWithSuspendedCard,1,9400597035897;9421905537377,,,9490000001106,WRC,Suspended,Error message,,,,,,,,
NZ,LPR,Done,TC_040_VerifyIWithSuspendedCard,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_041_VerifyIWithTerminatedCard,1,9400597035897;9421905537377,,,9490012011476,WRC,Terminated,Error message,,,,,,,,
NZ,LPR,Done,TC_041_VerifyIWithTerminatedCard,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_042_CrossTasmanEDRCard,1,9400597035897;9421905537377,,,9355130852823,NZ EDR,ACTIVE,,,,,,,,,
NZ,LPR,Done,TC_042_CrossTasmanEDRCard,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_043_CrossTasmanSDCCard,1,9400597035897;9421905537377,,,9344770273693,NZ SDC,ACTIVE,,,,,,,,,
NZ,LPR,Done,TC_043_CrossTasmanSDCCard,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_050_VerifyCrossTasmanEDRCard,1,9400597035897;9421905537377,,,9410000032887,WRC,ACTIVE,Trade card - 5% discount will be applied,,,,,,,,
NZ,LPR,Done,TC_050_VerifyCrossTasmanEDRCard,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_031_VerifyStandardCollectablesPromptsEEAdjudicatesSDC,1,9414967744296;9414967344298,,Eligible,9344440000161,SDC,ACTIVE,Bonus-2articles;Album-1article-2pts;Base-every$30;Weekend-30$,,,,,,,,
NZ,LPR,Done,TC_031_VerifyStandardCollectablesPromptsEEAdjudicatesSDC,2,9400597057684,,,,,,,,,,,,,,
NZ,LPR,Done,TC_031_VerifyStandardCollectablesPromptsEEAdjudicatesSDC,3,9400597035897;9421905537377,,,,,,,,,,,,,,
NZ,LPR,Done,TC_031_VerifyStandardCollectablesPromptsEEAdjudicatesSDC,4,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
NZ,LPR,Done,TC_032_VerifyPriorityOfPrompts,1,2100001012755;9421902591099,,Eligible,9355164247497,WRC,ACTIVE,1614277 ChoiceOffer+1655466 TeamBenefits2xMultiplier+1614118 Bunch+1614267 TeamBenefitsBase5percent+StdCollectable+ExcitingNews,,,,,,,,
NZ,LPR,Done,TC_032_VerifyPriorityOfPrompts,2,2100001429232;9300633466336,,Ineligible,,,,,,,,,,,,
SM,Sanity,Done,TC_001,1,9310072000282,,,9353109614779,WRC,ACTIVE,,,,,,,,,
SM,Sanity,Done,TC_002,1,9310072000282;9310072000282;9310072000282;9310072000282;9310072000282,,,9353109614656,WRC,ACTIVE,,,,$10,,,,,
SM,Sanity,Done,TC_003,1,,,,9353105847300,WRC,ACTIVE,,,,,,,,,
SM,Sanity,Done,TC_004,1,,,,9355215896100,SFC,ACTIVE,,,,,,,,,
SM,Sanity,Done,TC_005,1,,,,9355215896056,QFF,ACTIVE,,,,,,,,,
SM,Sanity,Done,TC_006,1,,,,9344450008836,Temporary,Temporary card,,,,,,,,,
SM,Sanity,Done,TC_007,1,,,,9353109564432,Locked Fund,Locked Fund,,,,,,,,,
SM,Sanity,Done,TC_008,1,,,,9344779058420,SDC,ACTIVE,,,,Market Day,,,,,
SM,Sanity,Done,TC_009,1,,,,9344779058420,SDC,ACTIVE,,,,Market Day,,,,,
SM,Sanity,Done,TC_010,1,,,,9490000001137,SFL,ACTIVE,,,,,,,,,
SM,Sanity,Done,TC_011,1,,,,9490000002011,AirNZ,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,1,9300605302136;9300605302136;9300605302136;9300605302136;9300605302136,,Eligible,9353180804441,WRC,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,3,9300605302136;9300605302136;9300605302136;9300605302136;9300605302136,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_003_VerifyProductPointsMultiplierWithQantasCard,1,9329937007182;9329937007069,,Eligible,9355215896100,EDR,ACTIVE,867556,,,,,,,,
BigW,LPR,Done,TC_003_VerifyProductPointsMultiplierWithQantasCard,2,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_005_VerifyContinuityCampaignWithXMASCard,1,9323966119038;9338441000985;9348378001450,,Eligible,9355215896056,EDR,ACTIVE,867556,,,,,,,,
BigW,LPR,Done,TC_005_VerifyContinuityCampaignWithXMASCard,2,076750436640009036009313012991,Gift Card,Ineligible,,,,1206515,,,,,,,,
BigW,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,1,8720077181786,,,9353180804441,WRC,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,3,9339687023882;9315087192083;9315087192083,,,,,,,,,,,,,,
BigW,LPR,Done,TC_012_VerifyPointsCardLockingWithin3mins,1,9339687023882;9315087192083;076750436640009036009313012991,,,9353109614656,WRC,ACTIVE,,,,,,,10,,
BigW,LPR,Done,TC_012_VerifyPointsCardLockingWithin3mins,2,9339687023882;9315087192083,,Ineligible,9353109614656,,,,,,,,,,,
BigW,LPR,Done,TC_012_VerifyPointsCardLockingWithin3mins,3,9339687023882;9315087192083;8720077181786,,,,,,,,,,,,,,
BigW,LPR,Done,TC_012_VerifyPointsCardLockingWithin3mins,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_013_VerifyPointsCardLockingAfter3mins,1,9339687023882;9315087192083;8720077181786,,,9355215896056,WRC,ACTIVE,,,,,,,10,,
BigW,LPR,Done,TC_013_VerifyPointsCardLockingAfter3mins,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_013_VerifyPointsCardLockingAfter3mins,3,9339687023882;9315087192083;8720077181786,,,,,,,,,,,,10,,
BigW,LPR,Done,TC_013_VerifyPointsCardLockingAfter3mins,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_014_VerifyOffersCouponLockingWithin3mins,1,9300633594176;9300633594176;9300633594176,,Eligible,9353180804441,WRC,ACTIVE,BUNCH OFFER,,,,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_014_VerifyOffersCouponLockingWithin3mins,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_014_VerifyOffersCouponLockingWithin3mins,3,9300633594176;9300633594176;9300633594176,,Eligible,9353180804441,WRC,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_014_VerifyOffersCouponLockingWithin3mins,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_015_VerifyOffersCouponLockingAfter3mins,1,9300633594176;9300633594176;9300633594176,,Eligible,9353100734100,WRC,ACTIVE,BUNCH OFFER,,,,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_015_VerifyOffersCouponLockingAfter3mins,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_015_VerifyOffersCouponLockingAfter3mins,3,9300633594176;9300633594176;9300633594176,,Eligible,9353100734100,WRC,ACTIVE,BUNCH OFFER,,,,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_015_VerifyOffersCouponLockingAfter3mins,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_016_VerifyOffersAndPointsCouponLockingWithin3minsSaveAndRecall,1,9300633594176;9300633594176;9300633594176,,Eligible,9353180804441,WRC,ACTIVE,BUNCH OFFER;WOW 10% OFFER,,,Market Day Mobile 10 percent off,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_016_VerifyOffersAndPointsCouponLockingWithin3minsSaveAndRecall,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,1,9323966119038;9338441000985;9300677010755,,Eligible,9344770036069,SDC,ACTIVE,Our WW Brand Disc;Team Discount,,,,,,,,
BigW,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,2,9323966119038;9338441000985;9300677010755,,,,,,Our WW Brand Disc;Team Discount,,,,,,,,
BigW,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,3,076750436640009036009313012991,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_017_VerifyTeamBenefitsOffers&SubscriptionSDCCard,4,076750436640009036009313012991,,Ineligible,,,,Our WW Brand Disc;WOW 10% OFFER;Team Discount,,,Everyday Extra 5 percent off,,,,,
BigW,LPR,Done,TC_018_VerifyInstantWinNotificationPointsReward&SavedPromotions,1,9300677011523;9300677011523;9300677011523;9300677011523;9300677011523;9300677011523;9300677011523;9300677011523;9300677011523,Eligible,,9353180804441,WRC,ACTIVE,Shop & Scan to Win,,50 off,,,,,"You've won 2,000 Everyday Rewards points. Complete purchase to collect these points. T&Cs apply._Yes",
BigW,LPR,Done,TC_019_VerifyInstantWinApproval&SavedPromotionsUseNowOtherPromptsValidations,1,9300677010670;9300677011523;9300677010663,,Eligible,9353105915450,WRC,ACTIVE,BUNCH OFFER;Shop & Scan to Win;WOW 10% OFFER,You have won $25 off an in-store shop. Complete purchase to redeem your prize. T&C's apply._Use now,50 off,Market Day Mobile 10 percent off,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_019_VerifyInstantWinApproval&SavedPromotionsUseNowOtherPromptsValidations,2,9300633594176;9328854011524,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_019_VerifyInstantWinApproval&SavedPromotionsUseNowOtherPromptsValidations,3,9315087192083;9315087192083;9339687023882,,,,,,,,,,,,,,
BigW,LPR,Done,TC_019_VerifyInstantWinApproval&SavedPromotionsUseNowOtherPromptsValidations,4,8414775016975;8414775016975,Age Restriction,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_020_VerifyInstantWinApproval&SavedPromotionsSaveForLaterOtherPromptsValidations,1,9300677010670;9300677011523;9300677010663,,Eligible,9353105915450,WRC,ACTIVE,BUNCH OFFER;Shop & Scan to Win;WOW 10% OFFER,You have won $25 off an in-store shop. Complete purchase to redeem your prize. T&C's apply._Save for later,10 off,Market Day Mobile 10 percent off,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
BigW,LPR,Done,TC_020_VerifyInstantWinApproval&SavedPromotionsSaveForLaterOtherPromptsValidations,2,9300633594176;9300633594176,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_020_VerifyInstantWinApproval&SavedPromotionsSaveForLaterOtherPromptsValidations,3,9315087192083;9315087192083;9339687023882,,,,,,,,,,,,,,
BigW,LPR,Done,TC_020_VerifyInstantWinApproval&SavedPromotionsSaveForLaterOtherPromptsValidations,4,8414775016975;8414775016975,Age Restriction,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_022_VerifyOpenOffersForUnregisteredCard,1,9356044248337;9356044248337,,Eligible,9344450008836,WRC,Unregistered,Buy any Bonds product and get 10% off;New Price_Buy 2 Coke For $1;Buy Epson NX230 Printer to get Epson 91N Magenta Catridge Ink for free;Buy 5 KitKat get $5 off,,,,,,,,
BigW,LPR,Done,TC_022_VerifyOpenOffersForUnregisteredCard,2,9300602355692;9300602355692;9300602355692,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_022_VerifyOpenOffersForUnregisteredCard,3,8720077181786,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_022_VerifyOpenOffersForUnregisteredCard,4,9342937005316;9342937005316;9342937005316;9342937005316;9342937005316,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_022_VerifyOpenOffersForUnregisteredCard,5,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_023_VerifyCombinationalOfProductCategoryAndBasketPointsOffers,1,9349673003620;9349673003552,,Eligible,9353105847133,WRC,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_023_VerifyCombinationalOfProductCategoryAndBasketPointsOffers,2,5010775192324;5010775195936,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_023_VerifyCombinationalOfProductCategoryAndBasketPointsOffers,3,9315265004078;9300633026028,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_023_VerifyCombinationalOfProductCategoryAndBasketPointsOffers,4,9315087192083,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_024_VerifyCombinationalOfProductCategoryAndBasketDiscountOffers,1,9342937005316;9342937005316;9342937005316;9342937005316;9342937005316;9342937005316,,Eligible,9344770036069,SDC,ACTIVE,Buy 5 KitKat get $5 off;BUNCH OFFER;Our WW Brand Disc;WOW 10% OFFER;Team Discount,,,Market Day Mobile 10 percent off,,,,,
BigW,LPR,Done,TC_024_VerifyCombinationalOfProductCategoryAndBasketDiscountOffers,2,9300633594176;9300633594176,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_024_VerifyCombinationalOfProductCategoryAndBasketDiscountOffers,3,9300677010755;9300677010755,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_024_VerifyCombinationalOfProductCategoryAndBasketDiscountOffers,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_026_VerifyBNIPromptsAndOffersPointsRewardWithFreeProduct,1,9310072023205,,Eligible,9353148663592,WRC,ACTIVE,Big Night In Winner,,,,,,,,You've won 2000 Everyday Rewards points. Complete purchase to collect these points. See receipt for details. T&Cs apply.
BigW,LPR,Done,TC_026_VerifyBNIPromptsAndOffersPointsRewardWithFreeProduct,2,9339423009071,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_027_VerifyBNIPromptsAndOffersMultipleFreeProducts,1,9339423009071;9339423009071,,Eligible,9353105847171,WRC,ACTIVE,Big Night In Winner,,,,,,,,
BigW,LPR,Done,TC_027_VerifyBNIPromptsAndOffersMultipleFreeProducts,2,9300675087902;9300675087902;9300675087902,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_027_VerifyBNIPromptsAndOffersMultipleFreeProducts,3,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_02_VerifyBasketPointsFixedCampaign,1,9323966119038;9338441000985;9348378001450,,Eligible,9355215896056,EDR,ACTIVE,867556,,,,,,,,
BigW,LPR,Done,TC_02_VerifyBasketPointsFixedCampaign,2,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_038_VerifyOpenOffersForRegisteredCard,1,9356044248337;9356044248337,,Eligible,9353186777909,WRC,ACTIVE,Buy any Bonds product and get 10% off;New Price_Buy 2 Coke For $1;Buy Epson NX230 Printer to get Epson 91N Magenta Catridge Ink for free;Buy 5 KitKat get $5 off,,,,,,,,
BigW,LPR,Done,TC_038_VerifyOpenOffersForRegisteredCard,2,9300602355692;9300602355692;9300602355692,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_038_VerifyOpenOffersForRegisteredCard,3,8720077181786,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_038_VerifyOpenOffersForRegisteredCard,4,9342937005316;9342937005316;9342937005316;9342937005316;9342937005316,,Eligible,,,,,,,,,,,,
BigW,LPR,Done,TC_038_VerifyOpenOffersForRegisteredCard,5,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_040_VerifyIWithSuspendedCard,1,9339687023882;9315087192083,,,9353180804441,WRC,Suspended,,,,,,,,,
BigW,LPR,Done,TC_040_VerifyIWithSuspendedCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_041_VerifyIWithTerminatedCard,1,9339687023882;9315087192083,,,9353180804441,WRC,Terminated,,,,,,,,,
BigW,LPR,Done,TC_041_VerifyIWithTerminatedCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_042_CrossTasmanEDRCard,1,9339687023882;9315087192083,,,9490000000123,NZ EDR,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_042_CrossTasmanEDRCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_043_CrossTasmanSDCCard,1,9339687023882;9315087192083,,,9344440000130,NZ SDC,ACTIVE,Team Discount,,,,,,,,
BigW,LPR,Done,TC_043_CrossTasmanSDCCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_08A_VerifyDiscountBasketCampaignMarketDayOffer,1,9323966119038;9338441000985;9348378001450,,Eligible,9353180804441,WRC,ACTIVE,Market day 10%,,,Market day 10%,,,,,
BigW,LPR,Done,TC_08A_VerifyDiscountBasketCampaignMarketDayOffer,2,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_09_VerifyDiscountProductCampaignBunchOffer,1,9328854011524;9300633594176;9323966119038;9338441000985;9348378001450,,Eligible,9353187352211,WRC,ACTIVE,Test Bunch sample,,,,,,,,
BigW,LPR,Done,TC_09_VerifyDiscountProductCampaignBunchOffer,2,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
SM,LPR,Done,TC_006_VerifyTieredSpendBPMCampaignWithFundsLockedCard,1,9310072000282,,,9353109564432,WRC,Locked Fund,Tiered Spend BPM,,,,,,,,
BigW,LPR,Done,TC_006_VerifyTieredSpendBPMCampaignWithFundsLockedCard,1,9310072000282,,,9353109564432,WRC,Locked Fund,Tiered Spend BPM,,,,,,,,
SM,LPR,Done,TC_021_VerifyInstantWinNotificationOtherPromptsValidations,1,9300677010670;9300677011523,,,9353105915450,WRC,ACTIVE,Shop & Scan to Win,,,,,,,,
BigW,LPR,Done,TC_021_VerifyInstantWinNotificationOtherPromptsValidations,1,9300677010670;9300677011523,,,9353105915450,WRC,ACTIVE,Shop & Scan to Win,,,,,,,,
BigW,LPR,Done,TC_004_VerifyMultiplierOfferForEligibleProductsAndBasketValue,1,9339687023882;9315087192083,,,9355215896100,WRC,ACTIVE,,,,,,,,,
BigW,LPR,Done,TC_004_VerifyMultiplierOfferForEligibleProductsAndBasketValue,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
BigW,LPR,Done,TC_025_VerifyBNIPromptsAndOffersBounceBackWithFreeProduct,1,9310015247811,,Eligible,9353179617069,WRC,ACTIVE,Big Night In Winner,,,,,,,,You've won a free product on your next in-store shop. Complete purchase to save your prize. See receipt for details. T&Cs apply.
BigW,LPR,Done,TC_025_VerifyBNIPromptsAndOffersBounceBackWithFreeProduct,2,9339423009071,,Eligible,,,,,,,,,,,,
Metro,LPR,Done,TC_001_Registeredcardlessthan1000points,1,9339687023882;9315087192083,,,9355215896056,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_002_Registeredcardmorethan2000points,1,9339687023882;9315087192083,,,9355215896056,WRC,ACTIVE,,,,,,,10,,
Metro,LPR,Done,TC_003_SaleWithSFCCard,1,9313820016146;9315596003580,,,9355215896100,WRC,ACTIVE,,,,,Customer has earned 2 Woolworths Bricks Home Packs Is the customer collecting Bricks Home Packs?_No,,,,
Metro,LPR,Done,TC_004_SaleWithQFFCard,1,9300624016571;9300624016571,,,9355215896056,WRC,ACTIVE,,You've won $25 off your next in-store shop in our Final Draw. Min spend $25. Complete purchase to save your prize. T&Cs apply._Yes,,,,,,,
Metro,LPR,Done,TC_005_SaleWithTemporaryCard,1,9314364336783;9319185002268,,,9344450008836,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_006_SaleWithSuspendedCard,1,9314364336783;9319185002268,,,9353180804441,WRC,Suspended Card,,,,,,,,,
Metro,LPR,Done,TC_007_SaleWithTerminatedCard,1,9314364336783;9319185002268,,,9353180804441,WRC,Terminated,,,,,,,,,
Metro,LPR,Done,TC_008_RegisteredcardOver2000points,1,9314364336783;9319185002268,,,9355215896056,WRC,ACTIVE,,,,"You've won 2,000 Everyday Rewards points. Complete purchase to collect these points. T&Cs apply._Yes",,Exciting News! You've just earned.*to use on a future purchase._OK,,,
Metro,LPR,Done,TC_009_SaleWithSFCCardOver2000points,1,9339687023882;9315087192083,,,9355215896100,WRC,ACTIVE,,,,,,Exciting News! You've just banked.*into your Christmas savings._OK,,,
Metro,LPR,Done,TC_010_SaleWithQFFCardOver2000points,1,9339687023882;9315087192083,,,9355215896056,WRC,ACTIVE,,,,,,Exciting News! You've just converted.*Qantas Points to put towards your next holiday._OK,,,
Metro,LPR,Done,TC_011_SaleWithTemporaryCardOver2000points,1,9339687023882;9315087192083,,,9344450008836,WRC,Temporary card,,,,,,Great news - you could save $.*off future shop! Join FREE before your card expires to enjoy your savings._OK,,,
Metro,LPR,Done,TC_012_SaleWithLockedFundCardNotRedeemed,1,9339687023882;9315087192083,,,9353180804441,WRC,Locked Fund,,,,,,,,,
Metro,LPR,Done,TC_013_SaleWithTemporaryCardNotRedeemed,1,9339687023882;9315087192083,,,9344450008836,WRC,Temporary card,,,,,,,,,
Metro,LPR,Done,TC_014_VerifySequencesOfOfferNotAffected,1,9339687023882;9315087192083,,,9355164247497,SDC,ACTIVE,WOW 10% OFFER;Team Discount,,,Market Day Insurance 10 percentage off,,,,,
Metro,LPR,Done,TC_001_VerifyPointsFixedOfferForEligibleProducts,1,9349673003545;9349673003460;9349673003699,,Eligible,9353180804441,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_001_VerifyPointsFixedOfferForEligibleProducts,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_002_VerifyPointsFixedOfferForBasketValue,1,9339687023882;9315087192083,,,9355215896056,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_002_VerifyPointsFixedOfferForBasketValue,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_003_VerifyPointsFixedOfferForBasketValueAndEligibleItem,1,9310653103388;9310653103388,,Eligible,9355215896100,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_003_VerifyPointsFixedOfferForBasketValueAndEligibleItem,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_004_VerifyMultiplierOfferForEligibleProductsAndBasketValue,1,9339687023882;9315087192083,,,9355215896100,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_004_VerifyMultiplierOfferForEligibleProductsAndBasketValue,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_005_VerifyContinuityCampaignForEligibleProductsAndBasketValue,1,9339687023882,,,9355215896056,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_005_VerifyContinuityCampaignForEligibleProductsAndBasketValue,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_005_VerifyContinuityCampaignForEligibleProductsAndBasketValue,3,9339687023882;9315087192083;9315087192083;9315087192083;9315087192083,,,,,,,,,,,,,,
Metro,LPR,Done,TC_005_VerifyContinuityCampaignForEligibleProductsAndBasketValue,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_006_VerifyTieredSpendCampaignForEligibleArticles,1,9323966119038;9338441000985,,Eligible,9353098183942,EDR,ACTIVE,1235590,,,,,,,,
Metro,LPR,Done,TC_006_VerifyTieredSpendCampaignForEligibleArticles,2,076750436640009036009313012991,Gift Card,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_006_VerifyTieredSpendCampaignForEligibleArticles,3,9310088007213;9310175700119;9310175100117;9310175700126;9300633453633;9300675012249;9300675079716;8002270023590;9310088007169;9310088007206;9310088007176;9310088007190;9310088007183;852696000488,,,,,,,,,,,,,,
Metro,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,1,8720077181786,,,9353180804441,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_007_VerifyTieredSpendCampaignWithRegisteredCard,3,9339687023882;9315087192083;9315087192083,,,,,,,,,,,,,,
Metro,LPR,Done,TC_008_VerifyDiscountBasketCampaignsWithXmas,1,9339687023882;9315087192083;8720077181786,,,9353166820915,WRC,ACTIVE,WOW 10% OFFER,,,Market Day Mobile 10 percent off,,,,,
Metro,LPR,Done,TC_008_VerifyDiscountBasketCampaignsWithXmas,2,8414775016975;8414775016975,Age Restriction,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_009_VerifyDiscountProductCampaignsWithQantas,1,9300633594176;9300633594176,,Eligible,9353180804441,,,BUNCH OFFER,,,,,Congratulations - You’ve redeemed your Bunch sample!!_OK,,,
Metro,LPR,Done,TC_009_VerifyDiscountProductCampaignsWithQantas,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_0010_VerifyBOGOWithSDCCard,1,8720077181786;9339516062402,,Eligible,9355164247497,SDC,ACTIVE,Buy Epson NX230 Printer to get Epson 91N Magenta Catridge Ink for free;Team Discount,,,,,,,,
Metro,LPR,Done,TC_0010_VerifyBOGOWithSDCCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,1,9300605302136;9300605302136;9300605302136;9300605302136;9300605302136,,Eligible,9353180804441,WRC,ACTIVE,,,,,,,,,
Metro,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,2,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,3,9300605302136;9300605302136;9300605302136;9300605302136;9300605302136,,Eligible,,,,,,,,,,,,
Metro,LPR,Done,TC_0011_VerifyStampCardWithEDRCard,4,9339687200924;9339687200924,,Ineligible,,,,,,,,,,,,
Metro,LPR,Done,TC_012_VerifyPointsCardLockingWithin3mins,1,9339687023882;9315087192083;076750436640009036009313012991,,,9353109614656,WRC,ACTIVE,,,,,,,10,,
